Altium Designer Pick and Place Locations
C:\Users\Lorenzo\Documents\Progetti\BugBuster\PCB Material\BugBuster_HAT\Project Outputs for BugBuster_HAT\Pick Place for BugBuster_HAT.csv

========================================================================================================================
File Design Information:

Date:       09/06/26
Time:       17:49
Revision:   0479cffdfc6e7b750eef59a9722bd9d4427b0afa
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"C9","10 µF","TopLayer","CAP_1210_3225_-_1MM","1785.433","196.850","0","CAP1210 X5R 10UF 20% 50V"
"C8","1 µF","TopLayer","CAP_0603_1608","1928.150","326.772","0","CAP CER 1UF 50V X5R 0603"
"C7","0.1 µF","TopLayer","CAP_0603_1608","1928.150","267.716","0","CAP CER 0.1UF 50V X7R 0603"
"C6","0.1 µF","TopLayer","CAP_0603_1608","1594.488","964.567","90","CAP CER 0.1UF 50V X7R 0603"
"C5","1 µF","TopLayer","CAP_0603_1608","1535.433","964.567","90","CAP CER 1UF 50V X5R 0603"
"C4","10 µF","TopLayer","CAP_1210_3225_-_1MM","1525.591","846.457","180","CAP1210 X5R 10UF 20% 50V"
"C3","0.1 µF","TopLayer","CAP_0603_1608","1574.803","393.701","90","CAP CER 0.1UF 50V X7R 0603"
"C2","1 µF","TopLayer","CAP_0603_1608","1515.748","393.701","90","CAP CER 1UF 50V X5R 0603"
"C1","10 µF","TopLayer","CAP_1210_3225_-_1MM","1496.063","279.528","180","CAP1210 X5R 10UF 20% 50V"
"BOOT1","430473035826","TopLayer","430473035826","748.032","2637.795","180","Switch Tactile Spst-no 0.05A 12V"
